X                   ,Y
1.3016984613909421  ,-0.3293921501298821
2.6356849785904575  ,-0.4558158939101109
3.6350775506763218  ,-0.470294968712978
4.633772117334761   ,-0.4161093994893562
5.581892698499046   ,-0.16307835674937873
6.248913881233759   ,0.5635053325023114
6.4336077676202015  ,1.5281673642611566
6.361356391171072   ,2.5254330513786996
6.3279715910019885  ,3.5247223818930316
6.317723288023633   ,4.524511911598979
6.328469950587422   ,5.514309107113977
6.345562546182844   ,6.514026664510713
6.367179771712076   ,7.513921307397817
6.182194188409427   ,8.477013750827851
5.351974899207834   ,8.971010023494385
4.353386443042959   ,9.002126047401491
3.3660187233631946  ,8.993602761835225
2.3678778700574106  ,8.949812777652674
1.3690223414898584  ,8.979423252238782
0.36798068668273576 ,8.989970429093976
-0.6318212261752303 ,8.96585250143745
-1.6305592379558522 ,8.918414839203576
-2.629298495199789  ,8.871006732600057
-3.6280391285724667 ,8.823627798639137
-4.616796448566031  ,8.77680918590486
-5.616307468813956  ,8.782328464332267
-6.6157415412827065 ,8.81075246513001
-7.600909744972375  ,8.675041193468635
-8.235081383618207  ,7.9453165081267985
-8.450483265713023  ,6.969458889148397
-8.506710447338756  ,5.973667503440466
-8.48735923665083   ,4.973911806363668
-8.535958897071959  ,3.9750396331032514
-8.55757252516813   ,2.9853798868265273
-8.578955851201002  ,1.9857443182928682
-8.556510384483923  ,0.9874192843489058
-8.0893805308607    ,0.15130639953974198
-7.143761855814558  ,0.05198152274004741
-6.24492951535065   ,0.481685407725693
-5.391159856541844  ,1.0018303288508614
-4.548907611148339  ,1.5406533943057523
-3.706557364572536  ,2.0794317594227643
-3.030400660816311  ,2.7828677419334453
-3.064681446808728  ,3.7299511642717653
-3.5800411930936504 ,4.578232590728397
-3.610448048056682  ,5.5537717816844046
-3.0896347232306915 ,6.391145008377392
-2.19986472769351   ,6.795775744974219
-1.2060642286414263 ,6.711630393557844
-0.2166971331734866 ,6.678895155456907
0.7784470539538677  ,6.602813795385161
1.5381346353806409  ,6.003950687926273
1.5483131759535347  ,5.04323807028603
1.375317746619459   ,4.058862423262375
1.15541979509268    ,3.084388245820325
0.7798745973008796  ,2.162519789748973
0.9474234025255539  ,1.207181489328025
